cluster,player,playerId,fg,3pm,ft,reb,ast,stl,blk,tov,pts,age,similarPlayers
23,Luol Deng,denglu01,0.47,1.08,0.76,5.22,1.93,0.90,0.31,1.50,13.99,29,bantomi01;bristal01;jonesbo01;bantomi01;jonesbo01;kenonla01;johnsmi01;jonesbo01;adamsal01;johnsmi01;ballagr01;edwarja01;maxwece01;reidro01;adamsal01;ballagr01;dawkida01;edwarja01;dawkida01;johnsst03;johnsst03;brickfr01;griffda01;aguirma01;baileth01;ehlocr01;hinsoro01;baileth01;kerseje01;bowiean01;catlete01;mcdanxa01;gilliar01;mcdanxa01;normake01;willire01;mckeyde01;morrich01;normake01;smithch01;willire01;anderni01;mannida01;elliose01;mannida01;gillke01;johnsla02;kukocto01;laettch01;johnsla02;russebr01;rogerro01;russebr01;bakervi01;willico02;hillgr01;harprma01;nailole01;abdursh01;harprma01;martike01;walkean02;masonde01;davisri01;thomati01;daniema01;princta01;brandel01;lewisra02;princta01;princta01;goodedr01;landrca01;wallage01;stoudam01;arizatr01;bargnan01;gasolma01;arizatr01;bargnan01;carrode01;denglu01;smithjo03
23,Joe Johnson,johnsjo02,0.44,1.51,0.80,4.80,3.65,0.74,0.18,1.71,14.43,33,pippesc01;smitsri01;jacksji01;jonesed02;artesro01;westda01;johnsjo02;laniebo01;haywosp01;laniebo01;mcadobo01;johnsmi01;edwarja01;sikmaja01;anderro01;willihe01;mchalke01;brickfr01;perkisa01;smitsri01
23,Khris Middleton,middlkh01,0.47,1.38,0.86,4.39,2.30,1.54,0.14,1.43,13.35,23,szczewa02;tayloma01;wellsbo01;battish01;fizerma01;martike01;masonde01;artesro01;harrial01;hughela01;odomla01;davisri01;harrial01;butleca01;dunlemi02;howarjo01;milesda01;princta01;richaqu01;curryed01;iguodan01;krstine01;milesda01;childjo01;grangda01;warriha01;outlatr01;thornal01;bargnan01;denglu01;willima02;arizatr01;blatcan01;chandwi01;greenje02;chandwi01;greenje02;youngth01;batumni01;gallida01;youngth01;batumni01;turneev01;butleji01;leonaka01;morrima02;stephla01;burksal01;covinro01;middlkh01;muhamsh01;kelsegr01;parkeso01;reidro01;brookmi01;johnsvi01;kelsegr01;moncrsi01;nattca01;olberma01;willisl01;cartwbi01;johnsst03;willisl01;brookmi01;kingal01;worthja01;baileth01;flemive01;mccraro01;baileth01;kerseje01;tisdawa01;morrich01;pippesc01;willijo02;morrich01;ricegl01;anderni01;lichtto01;mckeyde01;willijo02;augmost01;augmost01;cebalce01;dayto01;jonesed02;rogerro01;cambyma01;wallara01;willier01;murrala01;smithjo02;wallajo01;wallara01;wallara01
23,Markieff Morris,morrima02,0.47,0.70,0.76,6.17,2.34,1.23,0.48,2.07,15.34,25,meyerda01;parkeso01;reidro01;wilkebo01;johnsvi01;maxwece01;nattca01;olberma01;cartwbi01;johnsst03;maxwece01;olberma01;reidro01;sheltlo01;willisl01;baileja01;brookmi01;kingal01;orrlo01;baileth01;kingal01;vinceja01;baileth01;kerseje01;mccraro01;robincl01;rasmubl01;pressha01;schrede01;johnsbu01;mitchsa01;morrich01;smithot01;lichtto01;majerda01;mckeyde01;morrich01;willijo02;willire01;mckeyde01;robincl02;smithch01;smitsri01;augmost01;mckeyde01;millste01;smitsri01;augmost01;augmost01;gillke01;owensbi01;burresc01;foxri01;horryro01;millsch01;owensbi01;stithbr01;williwa02;chrisdo01;rogerro01;willier01;hendeal01;mashbja01;murrala01;rogerro01;mashbja01;wallara01;willico02;howarju01;stricer01;patteru01;tayloma01;wellsbo01;martike01;masonde01;hughela01;masonde01;petermo01;thomati01;wellsbo01;davisri01;masonde01;thomati01;butleca01;dunlemi02;howarjo01;princta01;richaqu01;milesda01;millemi01;nocioan01;princta01;simmobo01;dunlemi02;princta01;warriha01;curryed01;gomesry01;thornal01;azubuke01;diawbo01;gomesry01;arizatr01;greenje02;denglu01;dudleja01;batumni01;chandwi01;turneev01;butleji01;chandwi01;hendege02;morrima02;turneev01;anderry01;covinro01;morrima02;youngth01
23,Shabazz Muhammad,muhamsh01,0.49,0.53,0.72,4.05,1.16,0.47,0.18,0.92,13.47,22,lewisra02;szczewa02;battish01;fizerma01;harrial01;richaja01;artesro01;harrial01;odomla01;curryed01;harrial01;milesda01;curryed01;iguodan01;krstine01;villach01;childjo01;grangda01;outlatr01;willima02;bargnan01;chandwi01;denglu01;willima02;beaslmi01;blatcan01;chandwi01;greenje02;youngth01;chandwi01;youngth01;batumni01;gallida01;georgpa01;youngth01;harrito02;leonaka01;stephla01;burksal01;middlkh01;muhamsh01;kelsegr01;brookmi01;kelsegr01;moncrsi01;willisl01;worthja01;worthja01;baileth01;flemive01;mccraro01;tisdawa01;willijo02;morrich01;pippesc01;willijo02;ricegl01;anderni01;augmost01;cebalce01;dayto01;jonesed02;marshdo01;murrala01;rogerro01;cambyma01;wallara01;smithjo02;wallajo01;wallara01
23,Jabari Parker,parkeja01,0.49,0.16,0.70,5.52,1.68,1.24,0.20,1.88,12.32,19,denglu01;willima02;beaslmi01;youngth01;parkeja01
23,Josh Smith,smithjo03,0.42,0.87,0.50,6.39,3.34,1.05,1.40,2.48,12.37,29,rogerro01;russebr01;bakervi01;willico02;hillgr01;harprma01;nailole01;abdursh01;harprma01;martike01;walkean02;masonde01;davisri01;thomati01;daniema01;princta01;brandel01;lewisra02;princta01;princta01;goodedr01;landrca01;wallage01;stoudam01;arizatr01;bargnan01;gasolma01;arizatr01;bargnan01;carrode01;denglu01;smithjo03;bantomi01;bristal01;jonesbo01;bantomi01;jonesbo01;kenonla01;johnsmi01;jonesbo01;adamsal01;johnsmi01;ballagr01;edwarja01;maxwece01;reidro01;adamsal01;ballagr01;dawkida01;edwarja01;dawkida01;johnsst03;johnsst03;brickfr01;griffda01;aguirma01;baileth01;ehlocr01;hinsoro01;baileth01;kerseje01;bowiean01;catlete01;mcdanxa01;gilliar01;mcdanxa01;normake01;willire01;mckeyde01;morrich01;normake01;smithch01;willire01;anderni01;mannida01;elliose01;mannida01;gillke01;johnsla02;kukocto01;laettch01;johnsla02;russebr01
23,Thaddeus Young,youngth01,0.47,0.50,0.66,5.41,2.28,1.63,0.33,1.54,14.09,26,howarju01;stricer01;murrala01;patteru01;masonde01;petermo01;thomati01;wellsbo01;jamisan01;masonde01;poseyja01;thomati01;millemi01;nocioan01;princta01;simmobo01;dunlemi02;nocioan01;princta01;curryed01;gomesry01;harrial01;princta01;azubuke01;diawbo01;gomesry01;denglu01;dudleja01;chandwi01;millspa01;chandwi01;hendege02;turneev01;anderry01;chandwi01;morrima02;youngth01;knighbi01;meyerda01;wilkebo01;maxwece01;maxwece01;olberma01;reidro01;sheltlo01;baileja01;sheltlo01;johnsge03;orrlo01;willisl01;kingal01;vinceja01;baileth01;mccraro01;robincl01;vinceja01;rasmubl01;pressha01;schrede01;corbity01;johnsbu01;mitchsa01;reynoje01;smithot01;catlete01;johnsbu01;majerda01;mitchsa01;morrich01;smithot01;willire01;mckeyde01;robincl02;smithch01;smitsri01;mckeyde01;millste01;morrich01;smithch01;smitsri01;augmost01;hawkihe01;mckeyde01;augmost01;gillke01;owensbi01;burresc01;foxri01;horryro01;millsch01;owensbi01;stithbr01;williwa02;cebalce01;chrisdo01;johnsla02;millsch01;rogerro01;ellisla01;hendeal01;mashbja01;rogerro01;bakervi01;mashbja01;rideris01;willico02
1,Derrick Favors,favorde01,0.53,0.01,0.67,8.20,1.51,0.81,1.66,1.64,16.04,23,edwarja01;knighto01;maxwece01;brookmi01;carrojo01;chambto01;banksge01;chambto01;kingal01;nancela01;vinceja01;wilkido01;willihe01;woolror01;chambto01;nancela01;hinsoro01;robincl01;worthja01;mcdanxa01;persoch01;berrywa01;duckwke01;persoch01;tisdawa01;benjabe01;duckwke01;gilliar01;mannida01;mckeyde01;normake01;smithch01;tisdawa01;daughbr01;mannida01;mckeyde01;smitsri01;mannida01;simmoli01;simmoli01;laettch01;owensbi01;simmoli01;weathcl01;cebalce01;guglito01;johnsla02;laettch01;macledo01;owensbi01;weathcl01;mcdyean01;reevebr01;howarju01;mcdyean01;reevebr01;willico02;cartevi01;tayloma01;trentga01;walkean02;tayloma01;lewisra02;jefferi01;lewisra02;gasolpa01;kirilan01;lewisra02;mingya01;odomla01;richaja01;richaqu01;boozeca01;curryed01;gasolpa01;harrial01;kirilan01;mingya01;simmobo01;boozeca01;kirilan01;randoza01;wallage01;krstine01;wallage01;aldrila01;denglu01;smithjo03;aldrila01;greenje02;smithjo03;villach01;aldrila01;bargnan01;denglu01;blatcan01;anderry01;anderry01;georgpa01;griffbl01;lopezbr01;favorde01;harrito02;leonaka01
1,Marc Gasol,gasolma01,0.49,0.04,0.80,7.78,3.79,0.86,1.62,2.17,17.44,30,gilmoar01;owensto01;robisda01;thompmy01;thompmy01;edwarja01;nattca01;sikmaja01;cartwbi01;johnsst03;gminsmi01;nancela01;nancela01;cummite01;bowiesa01;cummite01;perkisa01;schrede01;tisdawa01;smitsri01;gatlich01;seikaro01;smitsri01;smitsri01;guglito01;cebalce01;kempsh01;millsch01;mournal01;howarju01;howarju01;wallara01;ilgauzy01;ilgauzy01;millebr01;lewisra02;okurme01;butleca01;harrial01;scolalu01;westda01;boozeca01;scolalu01;westda01;scolalu01;stoudam01;boshch01;gasolma01;jeffeal01;millspa01
1,Tobias Harris,harrito02,0.47,1.28,0.79,6.32,1.82,1.01,0.53,1.69,17.12,22,brookmi01;carrojo01;chambto01;banksge01;chambto01;kingal01;nancela01;vinceja01;wilkido01;woolror01;hinsoro01;worthja01;mcdanxa01;daughbr01;persoch01;berrywa01;duckwke01;persoch01;tisdawa01;mannida01;mckeyde01;smithch01;mannida01;mckeyde01;smitsri01;simmoli01;simmoli01;laettch01;owensbi01;weathcl01;howarju01;mcdyean01;reevebr01;smithjo02;mcdyean01;cartevi01;piercpa01;tayloma01;walkean02;nowitdi01;tayloma01;odomla01;gasolpa01;lewisra02;jefferi01;lewisra02;gasolpa01;kirilan01;mingya01;richaja01;richaqu01;boozeca01;curryed01;kirilan01;wallage01;denglu01;krstine01;smithjo03;aldrila01;denglu01;smithjo03;aldrila01;greenje02;smithjo03;anderry01;georgpa01;griffbl01;favorde01;harrito02;leonaka01
1,Al Horford,horfoal01,0.54,0.14,0.76,7.16,3.21,0.89,1.29,1.32,15.21,28,bakervi01;howarju01;wallara01;howarju01;ilgauzy01;vanhoke01;wallara01;abdursh01;harprma01;ilgauzy01;vanhoke01;wallara01;abdursh01;ilgauzy01;martike01;millebr01;stojape01;maggeco01;mariosh01;okurme01;gasolpa01;millemi01;lewisra02;okurme01;butleca01;harrial01;scolalu01;westda01;boozeca01;wallage01;boshch01;stoudam01;boshch01;davisgl01;denglu01;jeffeal01;pekovni01;smithjo03;boshch01;horfoal01;millspa01;pekovni01;smithjo03;horfoal01;millspa01;robintr01;adamsal01;ballagr01;ballagr01;carrke01;dawkida01;nattca01;thompmy01;cummipa01;hubbaph01;johnsma01;nattca01;cartwbi01;gminsmi01;johnsst03;willihe01;brickfr01;robincl01;gminsmi01;hinsoro01;nancela01;kerseje01;mccraro01;perkisa01;schrede01;thorpot01;williho01;corbity01;cummite01;mcdanxa01;schrede01;gilliar01;schrede01;tisdawa01;normake01;tisdawa01;willire01;smitsri01;tisdawa01;mannida01;millste01;radjadi01;smitsri01;smitsri01;gatlich01;laettch01;delebi01;guglito01
1,Al Jefferson,jeffeal01,0.48,0.03,0.66,8.43,1.74,0.72,1.29,1.05,16.65,30,cebalce01;kempsh01;millsch01;mournal01;howarju01;howarju01;wallara01;ilgauzy01;ilgauzy01;millebr01;lewisra02;okurme01;butleca01;harrial01;scolalu01;westda01;boozeca01;scolalu01;westda01;scolalu01;stoudam01;boshch01;gasolma01;jeffeal01;millspa01;gilmoar01;owensto01;robisda01;thompmy01;thompmy01;edwarja01;nattca01;sikmaja01;cartwbi01;johnsst03;gminsmi01;nancela01;nancela01;cummite01;bowiesa01;cummite01;perkisa01;schrede01;tisdawa01;smitsri01;gatlich01;seikaro01;smitsri01;smitsri01;guglito01
1,Kawhi Leonard,leonaka01,0.48,1.05,0.80,7.20,2.52,2.31,0.75,1.52,16.52,23,tayloma01;lewisra02;jefferi01;lewisra02;gasolpa01;kirilan01;lewisra02;mingya01;odomla01;richaja01;richaqu01;boozeca01;curryed01;gasolpa01;harrial01;kirilan01;mingya01;simmobo01;boozeca01;kirilan01;randoza01;wallage01;krstine01;wallage01;aldrila01;denglu01;smithjo03;aldrila01;greenje02;smithjo03;villach01;aldrila01;bargnan01;denglu01;blatcan01;anderry01;anderry01;georgpa01;griffbl01;lopezbr01;favorde01;harrito02;leonaka01;edwarja01;knighto01;maxwece01;brookmi01;carrojo01;chambto01;banksge01;chambto01;kingal01;nancela01;vinceja01;wilkido01;willihe01;woolror01;chambto01;nancela01;hinsoro01;robincl01;worthja01;mcdanxa01;persoch01;berrywa01;duckwke01;persoch01;tisdawa01;benjabe01;duckwke01;gilliar01;mannida01;mckeyde01;normake01;smithch01;tisdawa01;daughbr01;mannida01;mckeyde01;smitsri01;mannida01;simmoli01;simmoli01;laettch01;owensbi01;simmoli01;weathcl01;cebalce01;guglito01;johnsla02;laettch01;macledo01;owensbi01;weathcl01;mcdyean01;reevebr01;howarju01;mcdyean01;reevebr01;willico02;cartevi01;tayloma01;trentga01;walkean02
1,Brook Lopez,lopezbr01,0.51,0.01,0.81,7.43,0.69,0.60,1.75,1.44,17.17,26,murrala01;wallara01;howarju01;vanhoke01;wallara01;wallara01;wellsbo01;harprma01;ilgauzy01;martike01;vanhoke01;abdursh01;harprma01;martike01;butleca01;harrial01;howarjo01;maggeco01;okurme01;westda01;harrial01;howarjo01;maggeco01;okurme01;westda01;gasolpa01;millemi01;thornal01;wallage01;jeffeal01;landrca01;boshch01;denglu01;millspa01;smithjo03;boshch01;gayru01;millspa01;davisgl01;denglu01;gayru01;pekovni01;smithjo03;horfoal01;youngth01;lopezbr01;adamsal01;ballagr01;englial01;adamsal01;ballagr01;bensoke01;edwarja01;reidro01;thompmy01;adamsal01;ballagr01;edwarja01;johnsma01;nattca01;cartwbi01;cartwbi01;dawkida01;mchalke01;nattca01;willihe01;vinceja01;willihe01;chambto01;gminsmi01;gminsmi01;hinsoro01;robincl01;hinsoro01;kerseje01;catlete01;duckwke01;gilliar01;kerseje01;normake01;schrede01;thorpot01;williho01;duckwke01;gilliar01;grantha01;mcdanxa01;normake01;gilliar01;grantha01;majerda01;tisdawa01;ellispe01;robincl02;millste01;radjadi01;simmoli01;smitsri01;laettch01;millste01;radjadi01;vaughlo01;delebi01;guglito01;laettch01;laettch01;bakervi01;howarju01;robingl01
1,Paul Millsap,millspa01,0.48,1.05,0.76,7.81,3.05,1.78,0.95,2.27,16.68,29,bakervi01;cebalce01;kempsh01;millsch01;howarju01;wallara01;howarju01;ilgauzy01;vanhoke01;wallara01;abdursh01;ilgauzy01;ilgauzy01;millebr01;stojape01;mariosh01;lewisra02;okurme01;butleca01;harrial01;scolalu01;westda01;boozeca01;scolalu01;wallage01;westda01;stoudam01;boshch01;jeffeal01;boshch01;millspa01;pekovni01;smithjo03;gasolma01;horfoal01;jeffeal01;millspa01;gilmoar01;owensto01;robintr01;robisda01;ballagr01;carrke01;thompmy01;cummipa01;hubbaph01;johnsma01;thompmy01;edwarja01;nattca01;sikmaja01;cartwbi01;johnsst03;willihe01;brickfr01;gminsmi01;nancela01;mccraro01;nancela01;perkisa01;corbity01;cummite01;schrede01;bowiesa01;cummite01;perkisa01;schrede01;normake01;tisdawa01;willire01;tisdawa01;mannida01;smitsri01;smitsri01;gatlich01;smitsri01;delebi01;guglito01
1,Dirk Nowitzki,nowitdi01,0.46,1.35,0.88,5.94,1.86,0.51,0.43,1.06,17.31,36,gilmoar01;wilkido01;schrede01;willike02;schrede01;onealsh01;garneke01;jamisan01;nowitdi01
17,James Harden,hardeja01,0.44,2.57,0.87,5.67,6.98,1.90,0.74,3.96,27.37,25,freewo01;dantlad01;dantlad01;dantlad01;aguirma01;vandeki01;wilkido01;wilkido01;drexlcl01;jordami01;drexlcl01;jordami01;jordami01;malonka01;iversal01;cartevi01;iversal01;stackje01;iversal01;bryanko01;mcgratr01;bryanko01;arenagi01;wadedw01;arenagi01;wadedw01;jamesle01;anthoca01;jamesle01;jamesle01;duranke01;duranke01;hardeja01;westbru01
17,Russell Westbrook,westbru01,0.43,1.28,0.84,7.28,8.57,2.09,0.21,4.37,28.15,26,freewo01;gervige01;dantlad01;dantlad01;dantlad01;vandeki01;shortpu01;wilkido01;wilkido01;wilkido01;drexlcl01;drexlcl01;jordami01;jordami01;malonka01;jordami01;iversal01;stackje01;iversal01;iversal01;bryanko01;bryanko01;arenagi01;wadedw01;wadedw01;anthoca01;jamesle01;jamesle01;jamesle01;duranke01;hardeja01;westbru01
3,Tony Allen,allento01,0.50,0.16,0.63,4.44,1.37,2.05,0.48,1.37,8.56,33,paultbi01;cowenda01;haywosp01;jonesbo01;jonesbo01;johnsmi01;ballagr01;lucasma01;roundda01;adamsal01;cummipa01;cartwbi01;bowiesa01;cummite01;cummite01;kerseje01;westma01;cummite01;kerseje01;williho01;gilliar01;kerseje01;polynol01;bryanma01;gilliar01;mannida01;ferryda01;majerda01;millste01;colemde01;foxri01;guglito01;laettch01;jacksji01;kempsh01;laettch01;rogerro01;mournal01;rogerro01;bowenbr01;marshdo01;mcdyean01;blounma01;mooremi01;poseyja01;ilgauzy01;millebr01;mohamna01;battish01;martike01;mohamna01;lewisra02;odomla01;brandel01;onealje01;goodedr01;scolalu01;allento01;kamanch01
3,Trevor Booker,booketr01,0.49,0.37,0.58,5.03,1.05,0.54,0.52,1.11,7.18,27,bradlsh01;declean01;grantbr01;reevebr01;rogerca01;thomaku01;williaa01;caffeja01;harriot01;reevebr01;rosema01;dampier01;griffad01;harriot01;newblir01;trentga01;willije01;clarkke01;lafrera01;maccuto01;najered01;newblir01;smithjo02;tayloma01;georgde01;mohamna01;potapvi01;voskuja01;anderch01;elyme01;fortsda01;poseyja01;songada01;tayloma01;thomaet01;haywobr01;swiftst01;songada01;swiftst01;barnema02;barroea01;moonja01;richaqu01;bonnema01;grahajo01;moonja01;simmobo01;wilcoch01;krstine01;maxieja01;smithcr01;krstine01;warriha01;wilcoch01;gibsota01;hansbty01;maxieja01;bassbr01;gibsota01;hansbty01;mbahalu01;sefolth01;smithja02;adrieje01;booketr01;bynuman01;humphkr01;johnswe01;willima02;wrighbr03;booketr01;hicksjj01;johnsja01;smithja02;willima02;wrighbr03;greenmi01;griffpa01;jonesdw01;mcmilto01;meriwjo01;shumajo01;vanbrja01;grossbo01;jeelaab01;jonesdw01;kelleri01;lloydsc01;mcmilto01;meriwjo01;shumajo01;walkewa01;dunntr01;gondrgl01;grossbo01;kelleri01;lagarto01;poquebe01;johnscl01;jonesed01;olberma01;whiteje01;baileja01;kingre01;wilkije01;corzida01;jonesed01;curetea01;oldhaja01;schayda01;breuera01;levincl01;schayda01;colembe01;thompla01;bowiesa01;carran01;corbity01;kleinjo01;rasmubl01;sampsra01;murphto01;pressha01;gattike01;sallejo01;thompbi01;turneje01;wolfjo01;brownmi01;johnsbu01;krystla01;ferryda01;gattike01;herreca01;krystla01;perryti01;polynol01;sallejo01;tolbeto01;willijo02;conloma01;ellispe01;gatlich01;kingst01;masonan01;perryti01;davisan01;ellispe01;herreca01;longllu01;reidjr01;benoida01;brownch01;davisan01;hillty01;kingch01;geigema01;horryro01;lynchge01;slatere01;stronde01;keefead01;lynchge01;slatere01;stricma01;fundela01;lynchge01;outlabo01;rogerro01;thomaku01;weathcl01
3,Jae Crowder,crowdja01,0.42,0.74,0.77,3.57,1.15,0.88,0.30,0.60,7.66,24,battito01;catoke01;clarkke01;dampier01;griffad01;millebr01;mooremi01;poseyja01;rosema01;clarkke01;dampier01;mohamna01;olowomi01;poseyja01;potapvi01;thomake01;magloja01;najered01;nestera01;georgde01;mccoyje01;okurme01;battish01;boganke01;fizerma01;hasleud01;haywobr01;howarjo01;medvest01;simmobo01;jeffrja01;jonesju01;nocioan01;collini01;cookbr01;gomesry01;jeffrja01;richaqu01;sweetmi01;wilcoch01;brownkw01;kirilan01;smithcr01;azubuke01;fryech01;landrca01;maxieja01;powele01;turiaro01;bassbr01;davisgl01;landrca01;powele01;hansbty01;humphkr01;milicda01;gibsota01;johnsja01;mbahalu01;mcrobjo01;milicda01;thompja02;tollian01;blatcan01;booketr01;brownde04;hicksjj01;jerebjo01;mbahalu01;speigma01;butleji01;clarkea01;cunnida01;davised01;hilljo01;jerebjo01;mcgeeja01;morrima03;morrima02;nichoan01;serapke01;singlky01;speigma01;wrighbr03;zellety01;aminual01;pattepa01;plumlma01;shumpim01;simshe01;crowdja01;hensojo01;pattepa01;paynead01;plumlma01;simshe01;dunntr01;gondrgl01;hubbaph01;roberan01;cookje01;cummipa01;elliobo01;hordgce01;johnscl01;jonesed01;mokespa01;robeyri01;terryca01;baileja01;donalja01;harpemi01;hordgce01;jonesed01;willobi01;donalja01;gminsmi01;johnsre01;kelsegr01;vraneda01;willisa02;anderri01;ellisda01;gminsmi01;nimphku01;roberfr01;schayda01;vraneda01;bannike01;cagemi01;carran01;jonesch02;bannike01;breuera01;cagemi01;kerseje01;leeke01;mccorti01;alarima01;bedfowi01;colembe01;kleinjo01;sellebr01;corbity01;feitlda01;krystla01;mcdonbe01;normake01;peterji01;sallejo01;wolfjo01;berrywa01;hoppeda01;sallejo01;andergr01;grantha01;kingst01;longgr01;sallejo01;shackch01;tolbeto01;walkeke01;tolbeto01;whitera01;campbel01;liberma01;millste01;shackch01;vaughlo01;abdelal01;benoida01;bonnean01;campbel01;causwdu01;gatlich01;liberma01;stronde01;alexavi01;davisan01;delebi01;geigema01;longllu01;smithdo03;spencel01;willisc01;wilsotr01;brownpj01;delebi01;geigema01;rogerca01;montrer01;tabakza01;thomaku01;caffeja01;davisma02;marshdo01;outlabo01;rogerro02;caffeja01;knightr01;parksch02;caffeja01;cambyma01;declean01;wallajo01
3,Channing Frye,fryech01,0.39,1.81,0.89,3.91,1.25,0.63,0.52,1.04,7.32,31,austiis01;millste01;amaecjo01;ellisla01;foxri01;guglito01;horryro01;laettch01;williaa01;jacksji01;rogerro01;willier01;rogerro01;surabo01;harriot01;rosema01;croshau01;mcdyean01;smithjo02;mcdyean01;poseyja01;smithjo02;walkean02;wellsbo01;blounma01;mohamna01;mooremi01;nestera01;poseyja01;wellsbo01;battish01;masonde01;poseyja01;battish01;mohamna01;barnema02;battish01;barnema02;lewisra02;odomla01;allento01;wallage01;anticpe01;goodedr01;fryech01;kamanch01;landrca01;leeda02;pachuza01;splitti01;dietrco01;wickssi01;paultbi01;wickssi01;jonesbo01;mcmilto01;jonesbo01;meriwjo01;bensoke01;ballagr01;bensoke01;ballagr01;corzida01;cummipa01;tylerte01;greenda01;hubbaph01;cummipa01;greenda01;brickfr01;willihe01;greensi02;bowiesa01;corbity01;cummite01;wennibi01;duckwke01;kerseje01;mcdanxa01;sallejo01;benjabe01;bryanma01;gattike01;smithch01;gilliar01;herreca01;mckeyde01;longllu01;mannida01;reidjr01
3,John Henson,hensojo01,0.57,0.00,0.57,4.66,0.88,0.42,2.01,1.30,7.01,24,dunntr01;gondrgl01;hubbaph01;roberan01;cookje01;cummipa01;elliobo01;hordgce01;johnscl01;jonesed01;mokespa01;robeyri01;terryca01;baileja01;donalja01;harpemi01;hordgce01;jonesed01;willobi01;donalja01;gminsmi01;johnsre01;kelsegr01;vraneda01;willisa02;anderri01;ellisda01;gminsmi01;nimphku01;roberfr01;schayda01;vraneda01;bannike01;cagemi01;carran01;jonesch02;bannike01;breuera01;cagemi01;kerseje01;leeke01;mccorti01;alarima01;bedfowi01;colembe01;kleinjo01;sellebr01;corbity01;feitlda01;krystla01;mcdonbe01;normake01;peterji01;sallejo01;wolfjo01;berrywa01;hoppeda01;sallejo01;andergr01;grantha01;kingst01;longgr01;sallejo01;shackch01;tolbeto01;walkeke01;tolbeto01;whitera01;campbel01;liberma01;millste01;shackch01;vaughlo01;abdelal01;benoida01;bonnean01;campbel01;causwdu01;gatlich01;liberma01;stronde01;alexavi01;davisan01;delebi01;geigema01;longllu01;smithdo03;spencel01;willisc01;wilsotr01;brownpj01;delebi01;geigema01;rogerca01;montrer01;tabakza01;thomaku01;caffeja01;davisma02;marshdo01;outlabo01;rogerro02;caffeja01;knightr01;parksch02;caffeja01;cambyma01;declean01;wallajo01;battito01;catoke01;clarkke01;dampier01;griffad01;millebr01;mooremi01;poseyja01;rosema01;clarkke01;dampier01;mohamna01;olowomi01;poseyja01;potapvi01;thomake01;magloja01;najered01;nestera01;georgde01;mccoyje01;okurme01;battish01;boganke01;fizerma01;hasleud01;haywobr01;howarjo01;medvest01;simmobo01;jeffrja01;jonesju01;nocioan01;collini01;cookbr01;gomesry01;jeffrja01;richaqu01;sweetmi01;wilcoch01;brownkw01;kirilan01;smithcr01;azubuke01;fryech01;landrca01;maxieja01;powele01;turiaro01;bassbr01;davisgl01;landrca01;powele01;hansbty01;humphkr01;milicda01;gibsota01;johnsja01;mbahalu01;mcrobjo01;milicda01;thompja02;tollian01;blatcan01;booketr01;brownde04;hicksjj01;jerebjo01;mbahalu01;speigma01;butleji01;clarkea01;cunnida01;davised01;hilljo01;jerebjo01;mcgeeja01;morrima03;morrima02;nichoan01;serapke01;singlky01;speigma01;wrighbr03;zellety01;aminual01;pattepa01;plumlma01;shumpim01;simshe01;crowdja01;hensojo01;pattepa01;paynead01;plumlma01;simshe01
